,Location Type,Name,Latitude,Longitude,UTM Grid,Map,Notes,References,Links
47,Artillery Position,Nui Vo,15.22992,108.78353,BS62428463,6739-2,C/1/11th Marines (105mm)(T) 21-22Apr66. Op Hot Springs. Not named in report. vic Dottie. Also 624846 (11th Marines).,3/11 Marines CC/AAR,
48,Artillery Position,Nui Vo,15.22847,108.78373,BS62448447,6739-2,K/4/11th Marines (155mm)(SP) 26Jul66. Op Franklin I. I/3/11th Marines (105mm)(T) 28Aug66 (624845). Op Jackson.,3/11 Marines CC/AAR,
49,Artillery Position,Nui Vo,15.22947,108.78391,BS62468458,6739-2,"3/11th Marines CP, H/3/11th Marines (105mm)(T) 23-24Mar66. Op Texas.  I/3/11th 21-22Apr66. Op Hot Springs (62468455).",3/11 Marines CC/AAR,
50,Artillery Position,Nui Vo,15.22830,108.78429,BS62508445,6739-2,"H/3/11th Marines (105mm)(T) 21-22Apr66. Op Hot Springs. G/3/11th Marines (105mm)(T) 26-28Jul66. Op Franklin (625846, 11thMarines). Also 625845. Not named in reports.","3/11, 11 Marines CC/AAR",
51,Position,Nui Vo,15.2306,108.7843,BS625847,6739-2,3/11th Marines CP 21-22Apr66. Op Hot Springs. Not named in report. vic Dottie.,"11 Marines CC, 3/11 Marines AAR",
52,Artillery Position,Nui Vo,15.22866,108.78438,BS62518449,6739-2,I/3/11th Marines (105mm)(T) 23-24Mar66. Op Texas. Not named in report. vic Dottie.,3/11 Marines CC/AAR,
53,Artillery Position,Nui Vo,15.2287,108.7844,BS626844,6739-2,3/11th Marines (105mm)(T) CP 26-29Jul66. Op Franklin. Not named in report. vic Dottie.,11 Marines CC,
54,,Nui Vo Ridge,15.23,108.78,BS6284,6739-2,"NS ridge centering on Hill 44, OP Nui Vo.",,
55,Artillery Position,Nui Vong,15.0090,108.8582,BS702601,6739-2,"aka Hill 105, OP Nui Vong. C/39th EBn (Cbt), 1/52nd Inf, 251st FA.","85, AD520351",
56,Outpost,Nui Vung,16.3908,107.5866,YD767136,6541-3,Nui Vung Outpost. Nam Hoa district 53 PF Plt Jan68. Overlooks Rte 547 and Pohl Bridge.,AD391726,
57,Position,Nui Xuong Giong,14.8459,108.9081,BS754421,6738-1,Hill 160 (contour). E/2/3rd Marines 29Jan66. Security for radio relay station. Op Double Eagle.,"726, 2/3 Marines CC",
0,,Nui Xuong Giong Forest,14.85,108.92,BT7742,6738-1,Northwest of LZ Bronco.,,
1,Outpost,Nui Yon,15.5177,108.4298,BT248169,6640-2,aka Hill 84. 1/1st ACD battle 24-27Sep68. SW of Quang Tri.,"608, AD506484",
2,Landing Zone,Nuoc Dinh Valley,14.6622,108.9059,BS750217,6738-2,"Nuoc Dinh headwaters (BS6426) flow east to vic Cat Mit (BS7625) then south to its confluence with the Song An Lao (BS7317). 3-/1stMarines CA (grid), 2-/9th Marines 8Feb66. Op Double Eagle, 1st ACD Op Pershing.","435, 652, TF Delta AAR",
3,,Nuoc Luong Valley,Nuoc Luong headwaters near BS6003 flow southeast to the Crow’s Foot (BS7381) where it becomes the Song Lon and further the Song Kim Son.,,,,,,
4,Position,Nuoc Man,15.3412,108.7356,BS574970,6739-4,D/1/7th Marines with 106mm RR platoon 19Nov65. Listing is Nuoc Man.,537,
5,Br,Nuoc Man Bridge,14.8831,108.9236,BS771461,6738-1,"Bridge 402, completed 5Aug69. QL-1 over the Cầu Nước Mặn, not charted. Northwest of LZ Bronco.",626,
6,Observation Post,Nuoc Man (Bridge),15.3420,108.7358,BS574971,6739-4,1/52nd Inf LZ Gator. Also 574967.,,
7,Br,Nuoc Man Bridge,15.3355,108.7381,BS577963,6739-4,"Also Nuc Mon, Nuoc Man, Mahn, Mau...not a map name. QL-1. Guarded by OP 7. USMC/PF. Attacked 8Oct66.","277, 626",
8,Fire (Support)(Support Patrol) Base,Nuoc Man Hill,15.3339,108.7292,BS567962,6739-4,"Hill 70, later FSB Gator. D-/1/7th, M/12th Marines 4Jan66. Listing is Nuoc Man.",1/7 Marines CC,
9,Br,Nuoc Ngot Bridge,10.5368,107.0742,YS274652,6430-3,QL-15 NW of Ba Ria. 2/327th (Abn) Inf 1969.,382,
10,Artillery Position,Nuoc Ngot Bridge,10.5378,107.0751,YS275653,6430-3,161 FB RNZA (105mm)(T) 14-23Dec66.,10,
11,Artillery Position,Nuoc Ngot Bridge,16.2721,107.9414,ZD148010,6541-1,QL-1 Bridge 13. G/65th Arty (MG)(SP) 31Jan69.,AD502089,
12,Artillery Position,Nuoc Ngot Bridge,16.2741,107.9441,ZD151012,6541-1,QL-1 Bridge 13. I/3/12th Marines (105mm)(T) 26Aug66. Op Pawnee.,686,
13,Br,Nuoc Ngot Bridge,16.2723,107.9453,ZD152011,6541-1,"aka Bridge 13, 41. Outposted by B-/1/5th Marines 10Jan68.","AD515469, 1/5 Marines CC",
14,SF,Nuoc Vang,11.3140,106.824,XT995510,6331-1,Moved to Bu Ghia Map. SF Det A-324 (?) Feb63-1Apr64. Listing is XT395910. vic Phuoc Vinh.,404,
15,Br,Nuoc Vang Bridge,11.3147,106.8197,XT990511,6331-1,2/16th Inf Jun67. Op Billings.,AD385752,
16,Fire (Support)(Support Patrol) Base,Nutmeg,13.9015,108.4268,BR224380,6636-1,"4th ID, 173rd Abn ’70. A-/6/29th Arty (105mm)(T) 5Jun70.","254, 392, 560, AD516045",
17,Landing Zone,Nutmeg,16.5476,106.9771,YD114303,6342-2,"C/3rd EBn, 3/9th Marines 27Nov68. One CH-46. Also 114302.","306, 532, 660, 720",
18,Fire (Support)(Support Patrol) Base,Nuts,16.1362,107.5739,YC757854,6541-3,B/2/320th (Aml) Arty (105mm)(T) 18Aug69. Op Cumberland Thunder.,"AD506149, AD508206",
19,Fire (Support)(Support Patrol) Base,Nuts,16.1371,107.5739,YC757855,6541-3,"101st ABD Arty Jul, 1/327th Inf (Aml) 30Sep69.","273, 601, AD508206, AD506149",
20,Fire (Support)(Support Patrol) Base,Nuts,16.1380,107.5749,YC758856,6541-3,1/327th Inf (Aml) 19Aug69.,273,
21,Fire (Support)(Support Patrol) Base,Nuts,16.1398,107.5749,YC758858,6541-3,,,
22,Landing Zone,Nuts,16.3034,107.2478,YD406035,6441-1,Later FSB Eagle’s Nest. 101st ABD 4May67. Duc Pho AO.,3/25 ID TF DSJ,
23,SF,Nuyen Van Tan,12.2253,109.1854,CP031518,6833-3,"SF Det A-501 Jan65, May66, Jan67. B-50 Jul67. Nha Trang. Nguyen?","AD391693-4, AD390958-9",
24,Fire (Support)(Support Patrol) Base,O,11.1124,106.7596,XT926286,6331-2,May67.,,
25,,O K Corral,11.3,106.6,XT85,6331-3,"USSF name for a hot patrol area somewhere north of Bau Bang II on and/or near QL-13, “Bloody Thirteen.”",406,
26,Br,O Khe Bridge,16.6630,107.2809,YD437433,6442-2,"aka Checkpoint D, North bridge (D/2/5th Cav 6Jul68).",2/5 Cav DSJ,
27,Br,O Lau Bridge,16.6378,107.3074,YD466406,6442-2,Rte 555A over the Song O Lau at My Chanh ville. 14th EBn (Cbt) Jul69.,AD861917,
28,Br,O Tonleang Bridge,11.06949,105.86113,WT94472347,6131-2,5/2nd Arty (AW)(SP) NDP Jul70. QL-1 Cambodia. Arty grid is 945233.,90,
29,Landing Zone,Oak,15.1370,108.7029,BS537744,6739-3,B/4/3rd Inf 7Mar68. Op Show Low.,,A
30,Landing Zone,Oak,15.2324,108.8773,BS725848,6739-2,BLT 3/7th Marines CA 7Sep65. Op Piranha.,"213, 718",
31,Landing Zone,Oak,15.2333,108.8801,BS728849,6739-2,BLT 3/7th Marines 7Sep65. Op Piranha. Also 729849.,213,
32,Landing Zone,Oak,15.2252,108.8839,BS732840,6739-2,Hill 42. K/BLT 3/7th Marines 7Sep65. Op Piranha.,213,
33,Landing Zone,Oak,15.7704,108.3391,BT154450,6640-1,LSA and helicopter staging area for Op Harvest Moon. HMM-364 10Dec65.,"MAG-36 CC, TF Delta AAR",
34,Landing Zone,Oak,16.8967,106.8249,XD948687,6342-1,HMM-362 Aug68. DMZ.,368,
35,Landing Zone,Oak,10.3982,106.2842,XS410494,6229-1,C/3/47th Inf (Riv) 20Dec67. Op Tiger Coronado III. Listing is 910494.,5,
36,Fire (Support)(Support Patrol) Base,Oak,11.5572,106.1648,XT274775,6232-3,C/2/77th Arty (105mm)(T) 17Apr67. Op Junction City. Prek Klok. Bad grid?,"575, AD388140",
37,Fire (Support)(Support Patrol) Base,Oak,11.5660,106.1682,XT278785,6232-3,C/2/77th Arty (105mm)(T) 11-20Apr67. Op Junction City. Prek Klok.,"392, AD388140",
38,Fire (Support)(Support Patrol) Base,Oak,11.5678,106.1701,XT280787,6232-3,C/2/77th Arty (105mm)(T) mortared 14Apr67. Op Junction City. Prek Klok.,"575, AD388140",
39,Landing Zone,Oak,13.6693,107.6529,YA874124,6536-3,1/8th Cav 29Mar66. Op Lincoln. Listing is 847124.,170,
40,Landing Zone,Oak,13.6720,107.6529,YA874127,6536-3,"A,C/1/8th Cav 29Mar66. Op Lincoln.","AD824627, AD833869",A
41,Landing Zone,Oak,16.2705,107.7596,YD953005,6541-1,Jul68.,,
42,Landing Zone,Oak,14.0696,107.9544,ZA195571,6537-2,1/12th Cav CP 19Jul66. Northwest of Pleiku.,1/12 Cav DSJ,
43,Fire (Support)(Support Patrol) Base,Oakland,11.2530,106.7586,XT924442,6331-1,11th ACR. Song Be Bridge (see).,,
44,Landing Zone,Oakland,16.3851,106.9436,YD080122,6341-1,E/2/9th Marines 25May69. Op Apache Snow.,"309, 2/9 Marines CC",
45,Fire (Support)(Support Patrol) Base,Oasis,13.8033,107.866,ZA103275,6536-1,2/5th Cav 3Aug66. Op Paul Revere II.,2/5 Cav History,
46,Fire (Support)(Support Patrol) Base,Oasis,13.8051,107.866,ZA103277,6536-1,Oasis aka Le Thanh. B/3/6th Arty (105mm)(SP) 13-31Jul68.,AD394062,
47,Fire (Support)(Support Patrol) Base,Oasis,13.8006,107.8678,ZA105272,6536-1,B/4/42nd Arty (105mm)(T) 15Oct66.,3/25 ID TF Walker DSJ,
48,Fire (Support)(Support Patrol) Base,Oasis,13.8033,107.8679,ZA105275,6536-1,A/1/9th Cav 11Jun66. Op Hooker I.,"140, AD844158",
49,Fire (Support)(Support Patrol) Base,Oasis,13.8051,107.8679,ZA105277,6536-1,"D/1/12th Cav 30Mar66, 1/35th Inf CP 27Jul66. Also 108277.","1/35 Inf DSJ, 3/25 ID TF ORLL",
50,Fire (Support)(Support Patrol) Base,Oasis,13.8006,107.8688,ZA106272,6536-1,1-/21st Arty (105mm)(T) 25Aug66. Op Paul Revere II.,17,
51,Fire (Support)(Support Patrol) Base,Oasis,13.8024,107.8688,ZA106274,6536-1,2/17th Arty (105mm)(T) Aug66. Op Paul Revere II.,17,
52,Fire (Support)(Support Patrol) Base,Oasis,13.8006,107.8697,ZA107272,6536-1,C/6/14th Arty (105mm)(T) Aug66.,AD389463,
53,Fire (Support)(Support Patrol) Base,Oasis,13.8033,107.8697,ZA107275,6536-1,2/35th Inf 29Jan67. Op Sam Houston.,220,
54,Position,Oasis,13.8042,107.8697,ZA107276,6536-1,2/35th Inf CP 10May66. Op Paul Revere I.,234,
55,Fire (Support)(Support Patrol) Base,Oasis,13.8006,107.8706,ZA108272,6536-1,2/17th Arty (105mm)(T) 22Aug66. Op Paul Revere II.,17,
56,Fire (Support)(Support Patrol) Base,Oasis,13.8014,107.8706,ZA108273,6536-1,"HHB/1/30th Arty (155mm)(T), C/6/32nd Arty (175mm/8"")(SP) 12Aug67, C/5/22nd Arty (175mm/8"")(SP) 1Aug68.","700, AD387519, AD389972",
57,Fire (Support)(Support Patrol) Base,Oasis,13.8024,107.8706,ZA108274,6536-1,"C/6/32nd (8""/175mm) Arty 10Jul67.","AD389985, AD388477, AD388312",
0,Fire (Support)(Support Patrol) Base,Oasis,13.8069,107.8707,ZA108279,6536-1,C/1/30th Arty (155mm)(T) 1Nov66.,AD389972,
1,Fire (Support)(Support Patrol) Base,Oasis,13.80108,107.87089,ZA10832726,6536-1,C-/3/6th Arty (105mm)(SP) 6Feb68.,AD391259,
2,Fire (Support)(Support Patrol) Base,Oasis,13.7996,107.8715,ZA109271,6536-1,2/17th Arty (105mm)(T) 30May66. Op Hooker I.,AD873664,
3,Fire (Support)(Support Patrol) Base,Oasis,13.8014,107.8715,ZA109273,6536-1,"B/1/92nd Arty (155mm)(T) 16Sep67, A-/7/15th Arty (175mm/8"")(SP) 5-6Jan68.","679, AD390164",
4,Fire (Support)(Support Patrol) Base,Oasis,13.8032,107.8716,ZA109275,6536-1,HHC/1/12th Cav 30Mar66.,1/12 Cav DSJ,
5,Fire (Support)(Support Patrol) Base,Oasis,13.8069,107.8716,ZA109279,6536-1,2/9th Arty (105mm)(T) 12Sep66.,1/35 Inf DSJ,
6,Fire (Support)(Support Patrol) Base,Oasis,13.7996,107.8725,ZA110271,6536-1,A/1/69th Armor mortared 20Feb67. Not named in report.,AD385638,
7,Fire (Support)(Support Patrol) Base,Oasis,13.8005,107.8725,ZA110272,6536-1,C/8th EBn 9Aug66.,1/12 Cav DSJ,
8,Fire (Support)(Support Patrol) Base,Oasis,13.8032,107.8725,ZA110275,6536-1,"2/4th ID FCP Apr67, 1/4th ID FCP Nov67.","AD385851, AD390643",
9,Fire (Support)(Support Patrol) Base,Oasis,13.8041,107.8725,ZA110276,6536-1,"C/5/16th Arty (155mm)(T)/(8"")(SP) 24Jan69.",AD501718,
10,Fire (Support)(Support Patrol) Base,Oasis,13.8050,107.8725,ZA110277,6536-1,TF 2/35th Inf CP 29Jan67. Op Sam Houston.,621,
11,Fire (Support)(Support Patrol) Base,Oasis,13.8059,107.8725,ZA110278,6536-1,1/21st Arty (105mm)(T) 10Aug66.,1/12 Cav DSJ,
12,Fire (Support)(Support Patrol) Base,Oasis,13.8079,107.8724,ZA110280,6536-1,FSB Waikiki.,,
13,Fire (Support)(Support Patrol) Base,Oasis,13.7906,107.8742,ZA112261,6536-1,C/1/77th Arty (105mm)(T) 7Aug66. Op Paul Revere II.,17,
14,Fire (Support)(Support Patrol) Base,Oasis,13.8032,107.8743,ZA112275,6536-1,"1/69th Armor CP Mar68, 2/4th ID FCP 25Sep66, 30Apr68, B/4/60th Arty (AW)(SP) 22Oct70. Add Ref 723.","431, 500, 694, AD510787, AD392678",
15,Fire (Support)(Support Patrol) Base,Oasis,13.8059,107.8744,ZA112278,6536-1,"1/35th Inf CP 13Jul66, D-/4/60th Arty (AW)(SP) 31Oct67.","AD387685, 1/35 Inf DSJ",
16,Fire (Support)(Support Patrol) Base,Oasis,13.8068,107.8744,ZA112279,6536-1,D-/4/60th Arty (AW)(SP) 31Jan68.,"413, 415",
17,Fire (Support)(Support Patrol) Base,Oasis,13.8077,107.8744,ZA112280,6536-1,1/21st Arty (105mm)(T) 2Aug66. Op Paul Revere II.,17,
18,Fire (Support)(Support Patrol) Base,Oasis,13.8059,107.8753,ZA113278,6536-1,A/6/14th Arty (105mm)(T) Jul70.,"55, AD515651",
19,Fire (Support)(Support Patrol) Base,Oasis,13.8149,107.8754,ZA113288,6536-1,"3/18th Arty (175mm/8"")(SP) 8Aug66. Op Paul Revere II.",17,
20,Fire (Support)(Support Patrol) Base,Oasis,13.8033,107.8762,ZA114275,6536-1,"aka LZ Tuttle, Le Thanh BC, LZ Wakiki. B-/2/9th Arty (105mm)(T) 1Nov69, B/7/15th Arty (175mm)(SP) Feb71 (610).","188, 559, 560, AD508054, AD506705",A B C D
21,Fire (Support)(Support Patrol) Base,Oasis,13.8050,107.8762,ZA114277,6536-1,1/12th Inf 5May70.,375,
22,Fire (Support)(Support Patrol) Base,Oasis,13.8032,107.8771,ZA115275,6536-1,HHB/2/17th Arty (105mm)(T) 1Aug66. Op Paul Revere II. 3/4th ID Hq 30Sep69.,"17, 601",
23,Fire (Support)(Support Patrol) Base,Oasis,13.8050,107.8771,ZA115277,6536-1,2/4th ID Hq mortared 8Apr67. Op Francis Marion.,AD387627,
24,Fire (Support)(Support Patrol) Base,Oasis,13.8149,107.8773,ZA115288,6536-1,"E/3/18th Arty (175mm/8"")(SP) 3Aug66.",AD824627,
25,Fire (Support)(Support Patrol) Base,Oasis,13.8050,107.8781,ZA116277,6536-1,"Engineer camp. D/20th EBn (Cbt), 35th Eng. Plt. (LC) 29Jan68.",AD832369,
26,Fire (Support)(Support Patrol) Base,Oasis,13.8122,107.8782,ZA116285,6536-1,C/2/17th Arty (105mm)(T) 24Aug66. Op Paul Revere II.,17,
27,Fire (Support)(Support Patrol) Base,Oasis,13.8095,107.879,ZA117282,6536-1,HHB/2/17th Arty (105mm)(T) 25Aug66. Op Paul Revere II.,17,
28,Fire (Support)(Support Patrol) Base,Oasis,13.8113,107.8791,ZA117284,6536-1,B/2/17th Arty (105mm)(T) 9Aug66. Op Paul Revere II.,17,
29,Fire (Support)(Support Patrol) Base,Oasis,13.8049,107.8799,ZA118277,6536-1,"3/1st ACD CP, 2/17th Arty (105mm)(T) 1Aug66. Op Paul Revere II.",17,
30,Fire (Support)(Support Patrol) Base,Oasis,13.81335,107.88047,ZA11852863,6536-1,C/3/6th Arty (105mm)(SP) base 4Oct67.,AD387394,
31,Fire (Support)(Support Patrol) Base,Oasis,13.8113,107.8809,ZA119284,6536-1,"E/3/18th Arty (175mm/8"")(SP) 3Aug66. Op Paul Revere II.",AD389438,
32,Fire (Support)(Support Patrol) Base,Oasis,13.8149,107.881,ZA119288,6536-1,1st ACD FSE for Op Lincoln II 1-8Apr66. Listing is Le Thanh. 1/92nd Arty Fwd CP May67.,"AD390504, AD389983",
33,Fire (Support)(Support Patrol) Base,Oasis,13.81216,107.88138,ZA11952850,6536-1,B/1/92nd Arty (155mm)(T) 2Apr67.,133,
34,Fire (Support)(Support Patrol) Base,Oasis,13.8049,107.8818,ZA120277,6536-1,A/2/5th Cav 25May66. Op Paul Revere/Hooker I.,2/5 Cav History,
35,Fire (Support)(Support Patrol) Base,Oasis,13.8058,107.8818,ZA120278,6536-1,FSA for Paul Revere IV and Sam Houston.,"622, AD385638",
36,Fire (Support)(Support Patrol) Base,Oasis,13.8122,107.8818,ZA120285,6536-1,A/1/30th Arty (155mm)(T) 15Oct66. Oasis.,3/25 ID TF Walker DSJ,
37,Fire (Support)(Support Patrol) Base,Oasis,13.8131,107.8819,ZA120286,6536-1,"FSA for 3/25th ID, Op Paul Revere IV.","723, AD510787, AD872855",
38,Fire (Support)(Support Patrol) Base,Oasis,13.8149,107.8819,ZA120288,6536-1,"C/3/18th (175mm/8"")(SP) , C/6/14th Arty (105mm)(T) 20Feb66.","AD389463, AD389468",
39,Fire (Support)(Support Patrol) Base,Oasis,13.8148,107.8837,ZA122288,6536-1,2-/17th Arty (105mm)(T) 1Aug66. Op Paul Revere II.,17,
40,Fire (Support)(Support Patrol) Base,Oasis,13.8094,107.8846,ZA123282,6536-1,1/8th Cav 8-11Apr66. Op Lincoln/Mosby I.,"170, 1/8 Cav AAR",
41,Fire (Support)(Support Patrol) Base,Oasis,13.8148,107.8874,ZA126288,6536-1,B/1/12th Cav 1Aug66.,1/12 Cav DSJ,
42,Fire (Support)(Support Patrol) Base,Oasis,13.8075,107.891,ZA130280,6536-1,Project Delta (Det B-52) FOB for OPORD 7-66 23May-18Jun66.,B-52 AAR,
43,Fire (Support)(Support Patrol) Base,Oasis,13.8149,107.8912,ZA130288,6536-1,"C/3/18th Arty (175mm/8"")(SP) 2Nov66.",AD389468,
44,Airfield,Oasis CV-2 AF,13.8149,107.8773,ZA115288,6536-1,CV-2 Caribou (probably 1200’ to 1500’) airstrip completed 26Mar66 by 8th EBn. No chart depictions.,AD824627,A
45,Position,Oasis Quarry,13.8358,107.8403,ZA075311,6536-1,See Danner Quarry.,AD841999,
46,Airfield,Oasis Tuttle AF,13.8019,107.8667,ZA103273,6536-1,VA2-252. aka Le Thanh AF. 3500' X 60' MX19 @ 1770' msl. 05/23. Completed 2Apr66. For Arlen C. Tuttle KIA 5Nov65.,"43, AD824627, TAD 15Nov67",A
47,Landing Zone,Objective 100,14.35,109.11,BR9887,6837-4,1 ACD. Op Masher/White Wing 28Jan-6Mar66. Grid from map.,342,
48,Landing Zone,Ocala,16.6922,107.009,YD147463,6442-3,Also LZ Novel.,"306, 460",
49,,Occidental River,"Song Vam Co Tay. Southern branch of the Vam Co River originating near Svey Rieng, Cambodia, a major supply artery on the Sihanouk Trail. It crosses into RVN at the base of theParrot’s Beak (neck) and joins the northern branch—Song Vam Co Dong aka Oriental River—southwest of Saigon. Major supply/infiltration corridor into the Saigon area.",,,,,,
50,Landing Zone,Oceanside,16.8751,106.8994,YD028664,6342-1,3rd MarDiv Apr69.,306,
51,Fire (Support)(Support Patrol) Base,Oceanview,16.9514,107.1475,YD291751,6442-4,aka Oceanview Outpost. USMC. Aug68.,333,
52,Fire (Support)(Support Patrol) Base,Oceanview,16.9513,107.1493,YD293751,6442-4,B/1/3rd Marines 19Apr69.,665,
53,Fire (Support)(Support Patrol) Base,Oceanview,16.9337,107.1666,YD312732,6442-4,Also Ocean View. A-/1/44th Arty (AW)(SP) 31Jan69. vic C-4.,"AD502089, AD505415",
54,Fire (Support)(Support Patrol) Base,O’Conner,15.5799,108.1347,AT932242,6640-3,"Hill 245, Chia Gan. B/3/82nd Arty (105mm)(T) 11Jul68. Op Pocahontas Forest.",AD393672,
55,Fire (Support)(Support Patrol) Base,O’Conner,15.5782,108.1357,AT933240,6640-3,"Hill 245. 5/7th Cav CP, 2/12th Cav 1Dec67.","564, 23 ID DSJ",
56,Fire (Support)(Support Patrol) Base,O’Conner,15.5809,108.1357,AT933243,6640-3,Hill 245. 196th LIB.,"211, 306",
57,Fire (Support)(Support Patrol) Base,O’Conner,15.5800,108.1366,AT934242,6640-3,Hill 245. D/3/82nd Arty (105mm)(T) 22Mar68. Also 935243. For Michael O’Conner POW from 4Feb68 to Mar73.,"43, AD391882",
0,Fire (Support)(Support Patrol) Base,O’Conner,15.5809,108.1366,AT934243,6640-3,Hill 245. 4/31st Inf CP 1Aug68. Listing is Conner.,"211, 601",
1,Fire (Support)(Support Patrol) Base,OD,14.7982,108.9327,BS780367,6738-1,1/35th Inf CP 22Apr67.,"125, 236, AD385641",
2,Fire (Support)(Support Patrol) Base,OD,14.7964,108.9336,BS781365,6738-1,"1/35th Inf CP, A/2/9th Arty (105mm)(T) 22Apr67.",257,
3,Observation Post,OD,14.7973,108.9336,BS781366,6738-1,LZ OD OP. A-/1/35th Inf 25May67.,3/25 ID TF DSJ,
4,Fire (Support)(Support Patrol) Base,OD,14.8037,108.9354,BS783373,6738-1,Hill 61. B/2/35th Inf 3Oct67.,129,
5,Fire (Support)(Support Patrol) Base,OD,14.7992,108.9382,BS786368,6738-1,1/35th Inf CP 23Apr-Oct67.,"392, 496, 648, 699, AD388976",
6,Fire (Support)(Support Patrol) Base,OD,14.8019,108.9391,BS787371,6738-1,A/1/52nd Inf 9Nov67.,68,
7,Fire (Support)(Support Patrol) Base,OD,14.8002,108.9383,BS786369,6738-1,"Hill 61. aka OP OD, LZ Olive Drab. 1/35th Inf, A/2/9th Arty (105mm)(T) May67.","68, 125",
8,Fire (Support)(Support Patrol) Base,OD,14.8037,108.9382,BS786373,6738-1,Hill 61. B/2/35th Inf CP 2Dec67.,564,
9,Fire (Support)(Support Patrol) Base,OD,14.8028,108.9401,BS788372,6738-1,"Hill 61. 1/35th Inf CP, 3/25th ID, TF Oregon Apr67. Also 787372.",699,
10,,OD Lake,14.79,108.94,BS7836,6738-1,Southwest of Duc Pho.,,
11,Landing Zone,Odessa,,,,,Name approved for use by XXIV Corps Apr69.,III MAF AO May69,
12,Fire (Support)(Support Patrol) Base,Odessa,11.5206,106.884,YT059739,6332-2,"2/5th Cav FSB, 1st ACD DivArty 1-19Dec68.",AD502415,
13,Fire (Support)(Support Patrol) Base,Odessa,11.5333,106.8859,YT061753,6332-2,B/2/321st (Abn) Arty (105mm)(T) 4Feb69.,AD504592,
14,Fire (Support)(Support Patrol) Base,Odessa,11.5324,106.8868,YT062752,6332-2,1st ACD. Dong Xoai AF.,,
15,Fire (Support)(Support Patrol) Base,Odessa,11.5342,106.8878,YT063754,6332-2,"Also FSB Gunner III, Odessa II. 2/505th Inf (Abn), OPCON 2/1st ACD, Feb69.","39, AD504499, AD502597",
16,Fire (Support)(Support Patrol) Base,Odessa,11.5369,106.8878,YT063757,6232-2,"C/1/30th Arty (155mm)(T) Feb69, Aug70. Listing is XT.","81, 486, 693",
17,Fire (Support)(Support Patrol) Base,Odessa,11.5327,106.888,YT064753,6332-2,"Also Odessa II. C/2/20th Arty (ARA) 1Feb69, B-/1/321st (Aml) Arty (105mm)(T) 6-13Nov69, Feb70.","81, AD509007",
18,Fire (Support)(Support Patrol) Base,Odessa East,11.5645,106.9558,YT137788,6232-3,"Also FSB June. 1st ACD, 82nd ABD Jan-Feb69. Opened 25Jan69 by 2/505th Inf (Abn).",,
19,Fire (Support)(Support Patrol) Base,Odessa East,11.5681,106.9577,YT139792,6232-3,aka Odessa II?,,
20,Fire (Support)(Support Patrol) Base,Odessa East,11.5717,106.9614,YT143796,6232-3,,,
21,Fire (Support)(Support Patrol) Base,Odin,11.3163,107.1602,YT362515,6431-4,"1/12th Cav 27Jul-6Aug70, 2/7th Cav 16-19Sep70.","18, AD516259, AD514678",
22,Fire (Support)(Support Patrol) Base,Odin,11.3235,107.1621,YT364523,6431-4,1/12th Cav FSB 28Jul70.,1/1 ACD DSJ,
23,Fire (Support)(Support Patrol) Base,Odin,11.3235,107.163,YT365523,6431-4,5/2nd Arty (AW)(SP) Oct70.,"90, 551",
24,Riverine Assault Landing Zone,Ohio,10.5527,106.6924,XS856667,6330-3,Beach Ohio. B/3/47th Inf (Riv) 28Aug67. Op Tiger Coronado IV.,32,
25,Landing Zone,Ohio,16.3834,107.0203,YD162121,6441-4,3rd EBn 4Feb69. Op Dewey Canyon.,"244, 306, 316",
26,Fire (Support)(Support Patrol) Base,OK Corral,10.306,106.4847,XS630393,6229-1,aka FSB James. B/3/34th (Riv) Arty (105mm)(T) 13Jun68.,14,
27,,"OK Corral, The",10.85,106.75,XT9200,6330-1,"543rd Trans Co (LT), 3rd Trans Center elements, Half Way House EM club. Thu Duc.",43,
28,Fire (Support)(Support Patrol) Base,O’Keefe,11.6066,107.0093,YT195835,6432-3,1st ACD. QL-14 northeast of Dong Xoai. For Robert W. O’Keefe KIA 19Jun69.,43,
29,Fire (Support)(Support Patrol) Base,O’Keefe,11.6075,107.0102,YT196836,6432-3,C/2/35th Arty (155mm)(SP) 14-15Feb70.,"471, AD511635",
30,Fire (Support)(Support Patrol) Base,O’Keefe,11.6048,107.0111,YT197833,6432-3,C/2/35th Arty (155mm)(SP) 14Feb70.,180,
